name,cpf,score
KEVIN MURPHY,30645187208,95.35
TERESA BENNETT,30645718262,85.51
THOMAS SPENCER,30645271853,86.6
JEAN NGUYEN,30647185253,99.29
AMY GEORGE,30642518726,72.61
KATHRYN PETERSON,30642851735,93.52
RUBY MORRIS,30642857180,73.12
ROBERT STEVENS,30641752890,73.65
WAYNE HAYES,30628745117,78.29
RUBY PORTER,30628714580,85.87
ALAN MONTGOMERY,30654182744,74.02
EVELYN CUNNINGHAM,30652741835,87.83
BENJAMIN KELLY,30652178480,80.62
BRUCE SIMMONS,30652148735,98.22
DENISE CARR,30651487226,70.78
JOHN OLSON,30651472890,70.18
JEAN HICKS,30648257126,78.65
RANDY GRAY,30647851253,86.48
RUTH CUNNINGHAM,30647812517,83.84
DIANE DUNCAN,30648215717,91.73
EMILY BROOKS,30672415844,89.02
STEPHEN SULLIVAN,30671428535,85.49
JESSE MYERS,30672145871,90.83
AMANDA BRYANT,30671284517,99.16
THERESA GARRETT,30658147226,91.64
BRANDON COOK,30671258435,86.75
MARILYN DEAN,30657842117,86.68
RUBY WILLIAMS,30657284190,79.21
TINA FOSTER,30657814253,71.22
SHAWN NGUYEN,30657142808,72.26
CHRIS WATSON,30678125490,83.32
MARTIN WRIGHT,30675281407,93.92
JULIE FIELDS,30678254117,84.18
KEITH OLSON,30674852117,74.65
CHRIS MARTIN,30674815262,81.87
JONATHAN BUTLER,30674281535,79.63
HELEN LEE,30674258126,96.34
BRANDON JOHNSON,30674218507,90.82
DEBORAH DANIELS,30674215826,95.18
HELEN TORRES,30685217426,79.36
ARTHUR DIAZ,30685142744,82.73
ELIZABETH ALVAREZ,30685124762,76.94
RUSSELL HARPER,30684571226,82.63
THOMAS BENNETT,30682751480,97.35
CYNTHIA SNYDER,30682147508,77.4
KELLY KENNEDY,30675124808,87.28
LAURA ANDREWS,30678412553,99.39
HENRY FULLER,30678524190,83.91
EARL WALKER,30681254726,72.01
REBECCA JOHNSTON,30678514208,86.23
CHRISTINA ANDERSON,30714562807,75.38
MARK YOUNG,30714628590,74.07
RALPH BAKER,30714285617,84.62
JESSICA LEWIS,30712654844,70.84
NORMA MILLS,30712864571,85.36
KENNETH THOMPSON,30712456880,94.53
RUTH RICE,30687241553,79.04
RYAN BOWMAN,30685742180,93.45
DEBRA WILLIS,30685412717,84.08
CHARLES HUNTER,30685241726,83.16
LAWRENCE JACOBS,30724156844,96.9
KAREN SULLIVAN,30718456262,91.56
TODD EDWARDS,30721684580,93.04
DENISE JENKINS,30724615890,90.53
GARY MCDONALD,30716582490,95.92
MARTIN SULLIVAN,30716425807,89.76
CAROLYN GRANT,30715462890,80.27
SHAWN POWELL,30715286471,98.67
ERIC CARROLL,30715246844,83.71
DOROTHY MORALES,30714825662,71.81
JIMMY PORTER,30726814571,94.8
RONALD ROSS,30728614553,92.81
LILLIAN WEST,30728641526,89.91
PHILIP CASTILLO,30728164507,73.72
LOUISE MORGAN,30726418544,81.63
JOE HENRY,30725816490,71.06
LORI SCOTT,30726415871,84.86
HARRY JENKINS,30725168471,91.38
ANDREA BURNS,30724618562,82.11
ALICE PRICE,30725684135,79.53
BEVERLY SIMS,30745628117,88.79
CARLOS LYNCH,30745261817,90.33
DOROTHY LOPEZ,30741825635,92.03
CHRISTOPHER FORD,30745218644,71.84
MARY HILL,30741685280,84.01
BARBARA WATKINS,30741625890,72.51
MELISSA COLLINS,30741652862,96.75
MELISSA PERKINS,30741586207,87.75
KELLY FORD,30741265826,98.36
LARRY BROWN,30741286580,95.5
DONALD KIM,30748526153,75.3
EMILY VASQUEZ,30748165207,76.56
JESSICA WHEELER,30748251626,70.82
ANDREW BROOKS,30748152644,98.87
LOUIS KING,30748125671,99.36
MILDRED JAMES,30746582153,77.03
JOHN WOOD,30746851235,98.03
RALPH WILLIAMSON,30746581262,84.01
GEORGE SHAW,30746152817,87.7
JOYCE NICHOLS,30745862144,71.74
AMANDA ALVAREZ,30752618407,83.75
MARTHA ALEXANDER,30752184644,88.09
PAMELA OWENS,30752168444,85.56
JOSEPH DUNCAN,30754216853,88.91
JACQUELINE CARTER,30752681435,94.47
MARK SCHMIDT,30754126862,73.73
PHYLLIS JAMES,30751842680,86.52
MARTHA ARMSTRONG,30748615253,97.32
TINA WARREN,30751482617,92.4
TODD CLARK,30758612435,88.38
MATTHEW GUTIERREZ,30758241607,91.59
PHILLIP MORALES,30756284171,87.97
DONNA CLARK,30758124635,72.9
ANDREW JOHNSON,30756241871,80.15
LARRY DEAN,30756821444,77.45
JOYCE SCHMIDT,30752148680,77.25
DENISE CARTER,30756128471,71.61
DIANA MCCOY,30756218462,96.18
ANTHONY DIXON,30754816290,85.26
JANET EVANS,30754218635,77.91
MARIE JOHNSON,30762854162,87.01
DENNIS MEYER,30762458135,92.28
JOHNNY MOORE,30762814535,81.53
ANGELA BURTON,30764251880,94.3
RUTH BURKE,30765142880,85.9
ANDREW REYNOLDS,30761825444,88.79
JOHN LONG,30762184507,74.75
CHRIS PALMER,30761582444,89.19
ANDREA WALKER,30758624107,84
PATRICIA RAY,30761284508,80.58
BRIAN GONZALES,30781564271,75.77
ANTHONY MORGAN,30781462517,75.84
BETTY GIBSON,30781526426,78.86
MATTHEW JORDAN,30781542626,96.04
STEVE DANIELS,30768241553,87.49
JESSE STEWART,30765824108,83.49
AMANDA PERRY,30765841207,74.78
JESSE ANDERSON,30765821435,97.55
DORIS STEPHENS,30765148226,71.99
LOUISE JOHNSON,30765421844,85.06
JIMMY PIERCE,30786245107,76.66
KEITH SCHMIDT,30786215453,84.85
KATHY STONE,30785412662,88.46
WAYNE MARSHALL,30785461280,82
JACQUELINE WASHINGTON,30782654126,95.58
JEFFREY STONE,30782615490,76.43
ALICE GILBERT,30782465153,89.69
DIANE ALVAREZ,30781645271,83.39
STEVE STEVENS,30782154662,78.12
JANE HART,30782416535,89.61
ROBERT COOPER,30815726490,96.51
ANNE DUNCAN,30814726526,73.94
DEBRA PHILLIPS,30814765262,88.28
JESSE RIVERA,30814576290,78.98
RUBY PETERS,30812657462,95.95
MARILYN OLSON,30814276571,73.28
LOUIS CARROLL,30812746562,77.2
ANNA FREEMAN,30812476590,99.73
MICHAEL JOHNSTON,30812647580,93.09
BRUCE STEWART,30812457617,92.48
ANDREA WARD,30824157680,79.63
DIANA MARTINEZ,30821765426,80
JONATHAN BRADLEY,30824165780,78.21
KELLY RIVERA,30821756435,79.83
KATHLEEN RAMIREZ,30821465708,94.95
ROGER ALLEN,30821475690,92.75
BRENDA GUTIERREZ,30817624562,77.7
JOSEPH BAILEY,30817465235,83.21
RUSSELL HANSEN,30817526471,90.06
LINDA FOX,30817256407,99.7
GARY HALL,30826715435,90.34
ALAN LONG,30826174507,96.58
LINDA DIXON,30826571417,98.52
LISA BARNES,30826157408,76.09
JOSE ANDERSON,30825716462,80.3
JUDY WILLIAMSON,30824571690,89.09
MARIA WARREN,30824567153,80.78
SARAH KELLEY,30825461707,97.45
HENRY BLACK,30824751671,99.95
RUBY FOX,30824561708,85.18
ARTHUR ALVAREZ,30845271644,72.53
JANET CUNNINGHAM,30845217607,92.53
ASHLEY SMITH,30842576126,77.23
SAMUEL MARTIN,30845176226,91.03
JULIA MYERS,30842615717,85.27
VICTOR FERGUSON,30842756108,84.71
JULIA WARD,30841765235,88.46
PAULA STONE,30841752680,97.58
JESSICA MURPHY,30841572607,72.12
RAYMOND ARNOLD,30826754171,99.33
JEREMY STANLEY,30847521680,77.04
STEPHEN WATKINS,30851276407,76.57
KATHLEEN MARTINEZ,30847615235,96.34
ARTHUR WEST,30851246753,85.46
EUGENE WILLIS,30847516253,87.69
ROSE PARKER,30847216535,90.7
CHRISTOPHER WELLS,30847251608,82.04
RALPH MORRISON,30846521717,74.41
STEVEN DIXON,30846527162,96.38
FRED BOWMAN,30845762117,76.48
ANDREA SANCHEZ,30852147635,93.35
SHARON ROSS,30851764207,81.31
GEORGE GONZALEZ,30854271635,81.73
CLARENCE DUNN,30852716435,74.23
GLORIA TURNER,30852167407,81.54
CHRIS BOWMAN,30851726453,77.16
BOBBY ELLIOTT,30852467117,78.95
STEVEN BAILEY,30851476244,73.2
JUDITH HARRISON,30851467253,88.49
MARTHA MCCOY,30851427626,79.71
GERALD WRIGHT,30861574290,74.49
JERRY FOSTER,30861425707,99.81
WANDA TAYLOR,30861274571,99.16
JAMES GREEN,30857642162,89.34
MILDRED ARNOLD,30857412671,88.21
PATRICIA GEORGE,30856724190,80.32
MARILYN COLLINS,30856247162,80.12
ARTHUR FRAZIER,30854621717,86.24
DENISE KIM,30854712607,87.7
WILLIAM WEAVER,30854726144,71.53
SCOTT MENDOZA,30865271453,86.93
JENNIFER WRIGHT,30865412707,77.92
MICHAEL ROBINSON,30864725108,84.43
JOHNNY HANSON,30865172471,71.76
JAMES GARRETT,30864715226,79.46
DEBORAH RAY,30864152744,98.15
CAROLYN TURNER,30864572107,97.16
BETTY SANDERS,30862471508,85.7
JAMES OLIVER,30861752490,76.24
ANNIE PETERSON,30861745280,83.45
DORIS WARREN,30874215617,89.71
DAVID MEDINA,30875142680,77.07
RICHARD CHAVEZ,30874152607,97.38
MARIA NELSON,30874521653,82.03
DONALD GILBERT,30871654253,90.23
SAMUEL STEVENS,30872165426,94.74
BRENDA MURPHY,30874612535,82
WANDA DUNCAN,30871265435,73.96
TERESA MCCOY,30871245671,79.53
JIMMY MCDONALD,30867154217,88.22
RAYMOND EDWARDS,30876214553,98.58
LAURA DANIELS,30876415290,73.99
BRIAN REED,30876412517,79.23
ANTONIO CARR,30875614280,70.87
CARLOS REYNOLDS,30875624162,88.33
TAMMY FREEMAN,30875412653,76.35
STEPHEN JACOBS,30875246117,85.89
BOBBY KENNEDY,30875162444,87.7
EDWARD WOODS,30875216471,92.2
MICHAEL DIAZ,31026485762,82
ANNA MARSHALL,31026458790,73.12
MARY ROGERS,31026487544,89.66
SHIRLEY CRUZ,31025876407,77.32
WANDA WEBB,30875462162,89.93
RICHARD JACOBS,31025687426,76.44
WILLIAM BAKER,31025784626,83.79
ROSE PRICE,31025487680,95.82
CARL WOODS,31025486790,93.32
FRANK WALKER,31025468708,95.36
JEFFREY ALEXANDER,31024857662,90.66
JACK BRADLEY,31027864562,97.07
JOHN SHAW,31028456735,71.36
LILLIAN MARTINEZ,31027845690,75.65
FRANK PEREZ,31027685471,95.19
BOBBY GRAY,31027648517,89.39
RICHARD RAY,31027486517,90.32
STEVE WASHINGTON,31027468535,92.21
KEVIN MARSHALL,31026785480,70.53
RUBY MILLS,31026745853,80.72
AARON HENDERSON,31026548780,83.15
KENNETH FRAZIER,31045872644,77.35
KEITH MATTHEWS,31046275844,89.5
LOUISE MEYER,31046257862,83.67
EMILY COLE,31045862762,96.42
FRANCES RAMOS,31042857644,73.62
ELIZABETH HOWELL,31042768544,80.64
WILLIE WHITE,31042678553,72.55
JOYCE PEREZ,31042578680,72.54
ALAN COLEMAN,31042576807,79.8
WALTER BLACK,31028547617,79.17
RUBY ROBERTS,31047652862,73
SHAWN GIBSON,31047862590,97.18
STEPHANIE BROOKS,31047528690,95.26
ARTHUR CARTER,31047526808,97.61
MARIE BARNES,31046827553,91.92
DONNA CHAVEZ,31046852744,77.52
ROY RILEY,31047265826,95.6
RUBY THOMAS,31046752871,81.08
JUDITH HENDERSON,31046528726,78.34
DIANA GONZALES,31046527835,77.9
CHARLES RAY,31052846726,86.79
KATHLEEN PERRY,31052847617,90.97
CARLOS DAVIS,31052864708,99.15
DIANA POWELL,31052784607,71.47
JUDITH WALLACE,31048625753,70.19
PHYLLIS HUGHES,31048756262,91.67
BETTY CARPENTER,31052684726,77.34
BETTY BLACK,31048527662,90.97
PAMELA GUTIERREZ,31048562735,73.13
KEVIN GOMEZ,31048256707,73.17
CHRIS HARPER,31054782644,90.22
RANDY MARSHALL,31054728607,75.74
DEBORAH BISHOP,31056287462,74.93
RANDY WALKER,31054872635,89.05
WILLIE GIBSON,31056748290,90.63
HEATHER SNYDER,31056248726,84.78
LORI HUDSON,31054687226,73.76
MATTHEW STONE,31054678235,73.83
MILDRED BROOKS,31054278644,75.38
DENISE KING,31054287635,71.5
SANDRA WRIGHT,31058764217,88.45
ROBERT SCOTT,31058267426,78.84
LILLIAN SHAW,31062487508,83.66
ASHLEY FOSTER,31058472607,71.73
RUSSELL ROBERTSON,31057842680,98.89
WAYNE SMITH,31058426753,72.01
LINDA HART,31058427644,77.68
LORI STEPHENS,31057684244,74.39
DIANA HENDERSON,31057482617,94.28
BARBARA SCHMIDT,31057642835,88.98
HENRY GUTIERREZ,31067245871,97.04
ERIC ROGERS,31065748280,92.53
GARY GRANT,31067825444,82.3
PHYLLIS WELCH,31065487207,84.32
CHRISTINE ARNOLD,31065742835,87.1
IRENE KENNEDY,31064582753,80.98
ANDREW WELLS,31064257844,85.34
DOUGLAS LEE,31062584708,85.17
HOWARD SCHMIDT,31064578217,81.37
ANN YOUNG,31074568290,86.64
MATTHEW FULLER,31074528662,77.75
JANICE WILLIS,31074286553,88.19
JEREMY MITCHELL,31072846535,96.34
MARK DIXON,31072685426,77.62
STEPHEN TORRES,31074268571,98.08
JULIE SMITH,31072584662,77.75
NICHOLAS WARD,31067842535,70.66
MICHAEL SIMS,31067852417,70.56
AMY MENDOZA,31068527471,87.99
CATHERINE RICHARDS,31064872590,80
EVELYN GORDON,31078562407,81.14
KIMBERLY BUTLER,31078465207,89.32
HELEN MORRISON,31082657417,76.11
JANICE HICKS,31078542635,80.72
DAVID GARDNER,31076524826,84.76
JOAN ANDREWS,31078462526,94.34
SHARON POWELL,31076485235,75.4
JANET WILLIAMS,31075824680,83.76
RUSSELL HAMILTON,31075846226,76.66
IRENE LITTLE,31074625862,73.09
JOAN MENDOZA,31085624790,80.9
HELEN LOPEZ,31085267407,83.61
DANIEL ALEXANDER,31084765217,88.08
SARA BARNES,31085274608,87.78
DEBRA BROOKS,31084657244,96.07
LARRY NICHOLS,31084726580,83.96
WALTER SHAW,31084627507,91.63
WAYNE HARRISON,31084562707,72.14
PATRICIA WARD,31084276526,98.1
LISA CRAWFORD,31084527626,96.35
ANNE KELLEY,31087546290,82.49
LOIS MYERS,31204687544,87.97
THOMAS ELLIS,31204578680,99.87
DEBORAH RUIZ,31204658790,86.76
JOSE SMITH,31087246571,74.66
KEITH GRIFFIN,31086547217,89.48
STEPHANIE FISHER,31204587671,81.84
JENNIFER REED,31085726444,92.94
ERNEST MCCOY,31085647226,83.83
BRENDA MCDONALD,31085746208,97.73
HELEN DAVIS,31208457608,95.32
CATHERINE JOHNSTON,31206584726,88.87
ANGELA MEYER,31208654780,84.4
HARRY MARSHALL,31208547607,88.9
JUSTIN JAMES,31207685453,73.2
DANIEL PEREZ,31207465844,95.57
GLORIA GRAHAM,31206845708,99.5
BILLY REID,31205876480,90.16
JERRY ARMSTRONG,31205768408,73.85
CAROL WILLIS,31205784608,79.02
KEITH PORTER,31245860771,70.59
ALICE MATTHEWS,31246057808,95.88
MARTHA KNIGHT,31245078607,81.24
TODD HENRY,31245678035,95.4
JOYCE HAMILTON,31240876580,95.6
JULIE WEBB,31240865708,85.67
LAURA ROBERTS,31240685726,87.72
JULIE WATSON,31240576862,88.23
BARBARA RILEY,31208746553,97.26
NANCY KIM,31240568762,88.55
HENRY WASHINGTON,31254607862,80
CARL FRANKLIN,31250874653,74.61
SEAN WOODS,31256078417,88.77
JOE FERGUSON,31256074853,85.13
JANICE BOYD,31250674808,78.1
SUSAN SANCHEZ,31248056744,92.28
JULIA MORRISON,31248567080,89.47
DEBORAH SULLIVAN,31247586090,82.96
GREGORY RICHARDSON,31247605817,71.77
ROY GONZALEZ,31247056880,86.07
DENNIS TUCKER,31258467062,80.74
JUDITH COOK,31258607417,79.84
JESSE PALMER,31258406780,77.37
EMILY BANKS,31260875407,87.04
MICHELLE HANSEN,31258067471,98.38
SHARON RIVERA,31257648071,74.7
JANICE WILLIAMSON,31257068407,90.37
BENJAMIN DUNN,31256847062,80.86
BRENDA BISHOP,31256487007,75.63
CRAIG JORDAN,31256087408,85.04
ERIC SIMMONS,31268547026,87.19
NICOLE PHILLIPS,31268405744,97.57
DANIEL PARKER,31268450707,97.13
MARIA GORDON,31270568426,70.14
PAULA MORALES,31267854090,88.8
JULIA FLORES,31267458062,77.67
JASON MCDONALD,31265847053,80.14
ANNIE COOK,31264587007,98.06
RICHARD CUNNINGHAM,31264750862,83.15
WAYNE PERKINS,31264875053,96.35
SANDRA HILL,31275860435,77.95
DANIEL MEDINA,31275486053,82.96
HARRY HAYES,31276405871,71.64
RONALD GONZALES,31275480608,79.42
MILDRED CLARK,31274586062,72.45
ANN DAY,31275084680,95.86
ERIC GREEN,31274658071,97.12
ERIC OWENS,31270584626,82.33
MARK WOODS,31270648535,71.52
ARTHUR WARD,31270645862,97.24
DIANA RILEY,31280465735,78.45
CRAIG FRANKLIN,31280645717,86.58
IRENE PARKER,31280765453,93.47
JULIA FISHER,31284067580,77.95
BRANDON WATKINS,31278064508,98.47
PAULA BURNS,31278640517,79.41
PHILLIP BAILEY,31278504680,79.34
JEREMY WOODS,31276504853,84.76
DANIEL ROBERTSON,31276548044,82.49
JOE BENNETT,31276458053,76.7
BARBARA PAYNE,31287645062,96.7
BRANDON ROSS,31287650490,94.34
ROGER LEE,31287605435,90.29
SUSAN PARKER,31287546080,89.15
PATRICK BURNS,31286547008,74.67
ANDREW GRANT,31286047544,78.43
JANET BROOKS,31284570690,73.53
ALICE FORD,31284670562,95.43
SARAH FRAZIER,31285406753,74.98
BARBARA AUSTIN,31407526871,99.6
CHARLES CRAWFORD,31407628526,70.91
KENNETH RAMOS,31407265890,79.23
DEBRA DIXON,31407865226,97.6
DANIEL MCCOY,31406857262,83.31
DENNIS FRAZIER,31406827517,79.2
LAURA RUSSELL,31287405690,99.26
KATHY PARKER,31406825735,70.75
RANDY HARVEY,31405682744,98.41
JULIE LEWIS,31405762853,88.93
PAMELA MENDOZA,31402867590,86.58
JOYCE SULLIVAN,31426075871,73.63
PETER SHAW,31425760880,98.32
LINDA BOWMAN,31420758608,84.86
JERRY SANCHEZ,31420687590,72.71
ALAN HOWARD,31408627507,76.45
SANDRA GARDNER,31408765217,76.16
ROSE COLEMAN,31408625717,94.98
GERALD LITTLE,31408276526,98.81
LOUIS LEWIS,31408265753,93.92
CAROLYN FREEMAN,31408256762,85.73
PATRICK FOSTER,31450278671,79.74
TIMOTHY HALL,31450267807,85.4
EUGENE HENDERSON,31428750690,99.96
WAYNE WALLACE,31450827608,75.55
CATHERINE WEST,31428506780,99.25
ROBIN GARZA,31427508607,98.84
KATHERINE WARD,31426875053,75.49
MATTHEW SIMS,31427086508,75.26
NANCY ROBINSON,31426807562,75.25
AMANDA MARSHALL,31457806207,81.61
RACHEL WRIGHT,31457082608,98.78
NICOLE MILLER,31457208644,93.25
WILLIAM RAY,31457068290,70.47
WILLIAM LONG,31456708244,95.16
JIMMY GREENE,31456287044,97.24
ROGER THOMAS,31427680507,85.69
GREGORY THOMPSON,31452607826,77.84
JIMMY RUIZ,31452687080,81.52
CHRISTINA PHILLIPS,31456078208,74.64
EVELYN CARPENTER,31452678090,80.06
LISA ROSE,31462085717,73.35
DORIS RAMIREZ,31462075835,84.66
ELIZABETH BENNETT,31462058744,88.5
BRIAN LAWRENCE,31460857208,86.11
PHILIP ALVAREZ,31462057853,87.56
JULIA CARPENTER,31460825780,81.11
CAROLYN ROSS,31460827562,84.98
PAUL HAYES,31460287517,91.34
MARY COOPER,31457862026,92.42
ANN DUNCAN,31458627071,80.35
PAUL NGUYEN,31467258008,78.85
DEBORAH PIERCE,31468527053,88.27
LISA HOWARD,31465782044,74.84
FRED MARTIN,31465872035,87.8
JUSTIN FULLER,31465780262,74.02
JESSICA MONTGOMERY,31462875017,85.3
KAREN HICKS,31462708544,70.04
PAMELA JOHNSTON,31462578071,92.1
JULIE GARRETT,31462570844,76.4
PATRICK HAMILTON,31462508707,74.51
JIMMY DANIELS,31475826044,71.62
TERESA COX,31475280653,92.32
JUSTIN MCCOY,31475026862,86.3
MARTIN FREEMAN,31472685008,71.53
TERRY LAWRENCE,31472058607,76.6
VIRGINIA MCCOY,31472506871,70.3
LAWRENCE BAILEY,31470562871,99.7
JEFFREY SNYDER,31470286580,86.32
CHARLES RYAN,31468570226,95.42
WILLIE WOODS,31476528071,91.62
JULIE ROGERS,31478065290,95.43
REBECCA WELCH,31478056207,95.17
STEVE COLEMAN,31478250607,90.93
GARY ROMERO,31476580235,80.67
JENNIFER COLE,31476825017,72.9
PHYLLIS MORALES,31476508208,78.84
MARTHA ALLEN,31476502862,94.22
PAUL HARPER,31478265035,97.32
ARTHUR MURRAY,31475860226,82.58
AARON GREENE,31468725017,81.91
KELLY OWENS,31480752690,95.62
BOBBY CRUZ,31480275662,83.96
MILDRED HAWKINS,31480526762,78.42
LILLIAN SCHMIDT,31482706571,82.21
BRUCE CARR,31480625744,86.77
MARIA HARPER,31480257680,80.55
WAYNE GREEN,31485026717,73.65
DENISE REYNOLDS,31478652071,92.5
LOIS WARREN,31478625007,74.94
JOYCE MORALES,31478562080,87.29
ADAM TAYLOR,31502468735,98.6
ELIZABETH FULLER,31486502717,95.48
JANICE JACKSON,31487625090,71.57
JOE HILL,31486705235,72.14
MICHELLE GARCIA,31502467844,71.91
EVELYN GRAY,31487620535,89.94
DONALD BURNS,31486752071,81.53
CHRISTINA BURKE,31486572090,75.64
JASON MILLS,31485760208,74.03
BARBARA ANDREWS,31485670217,73.83
KATHRYN ROSS,31502764890,80.26
KEITH BISHOP,31504286707,83.18
ANTHONY GORDON,31507286490,74.11
LAURA PATTERSON,31507482671,88.11
JENNIFER SMITH,31502678462,70.67
KELLY ORTIZ,31502647826,92.39
FRED HOWELL,31504786262,96.94
MARTHA REYES,31506724817,95.34
KATHLEEN HANSON,31502486717,95.41
WILLIE BURKE,31507862407,78.94
LOIS GREEN,31526470853,97.2
MARTIN KENNEDY,31508724644,78.09
DEBRA COOK,31524068780,77.29
EDWARD ROBERTS,31524678007,73.66
JULIE MURPHY,31524607835,74.56
RICHARD PAYNE,31520486707,70.61
CHARLES GRANT,31526480735,83.26
JANET PRICE,31508462771,84.1
KAREN TORRES,31508427607,71.35
LOUIS HANSON,31508627444,94.96
VICTOR GIBSON,31528047680,94.7
PAMELA WELCH,31528064771,83.7
JAMES BRADLEY,31528706471,96.42
TINA GOMEZ,31528604717,77.17
SEAN STEVENS,31527480607,99.22
RUSSELL ROGERS,31527864090,75.87
LARRY RICHARDS,31527684008,88.27
JEFFREY GORDON,31527064808,82.11
ANTONIO MATTHEWS,31526780453,96.25
BRUCE DUNCAN,31526748053,71.13
JOE TURNER,31542760844,71.29
MILDRED RICHARDSON,31542687071,72.13
CLARENCE FRANKLIN,31542807662,76.2
AMANDA ALVAREZ,31542870607,74.46
RAYMOND ELLIOTT,31542670853,81.84
PATRICIA GIBSON,31540872653,98.41
CHRISTINA WATSON,31542068762,94.68
WAYNE WELLS,31540726835,75.97
ALAN HENRY,31540826708,96.03
LILLIAN CASTILLO,31540267890,87.01
ANNIE LAWSON,31560782471,92.72
RONALD HANSON,31560742844,86.56
JULIA BRYANT,31560287462,84.99
PATRICK RODRIGUEZ,31548760226,98.5
ALAN BAILEY,31547860235,76.18
ALBERT COX,31547062835,79.37
LINDA HARRIS,31547082607,98.28
NANCY HICKS,31547028653,90.07
SANDRA HANSON,31546270817,86.57
JULIE HUDSON,31546782044,91.18
DORIS SANDERS,31564278026,72.05
MARK HENRY,31564720853,87.72
TODD HICKS,31564270807,92.89
JEFFREY GARZA,31564072835,90.78
ROSE RUIZ,31564027880,74.92
BENJAMIN LARSON,31562874071,79.14
CHARLES FISHER,31562847007,70.39
NORMA KELLY,31562804707,73.98
TERESA LAWSON,31562087444,76.06
KEVIN WILLIAMS,31562780417,80.25
SHIRLEY COOPER,31568407262,83.32
KATHERINE KIM,31568074271,86.61
RUTH TAYLOR,31568427026,77.37
SEAN SANCHEZ,31568247044,79.74
TIMOTHY COOK,31568027435,83.21
JESSICA HUDSON,31567840280,79.78
JOYCE BARNES,31567408290,82.52
STEVE HANSON,31567042880,80.12
ALICE BISHOP,31564827062,81.52
DIANE WILLIAMS,31564820726,86.12
RACHEL YOUNG,31574286080,76.17
CAROLYN HANSON,31574860208,78.87
SAMUEL WHEELER,31574602853,73.84
JEAN FRANKLIN,31574068253,81.63
JACK JACOBS,31576024890,95.81
LOUISE HENRY,31572680407,90.43
JOHNNY ALEXANDER,31572846062,83.01
DIANE TURNER,31570248680,79.69
SARA DIAZ,31568740271,77.86
KEVIN SNYDER,31568702426,79.91
JASON FIELDS,31582064717,71.75
RALPH DUNCAN,31580472680,95.53
EVELYN WASHINGTON,31582046735,80.69
DAVID WALKER,31578426090,77.14
ANNA JOHNSTON,31578240662,76.6
STEPHEN CHAPMAN,31578062462,88.46
TERESA FREEMAN,31578026407,91.46
KATHRYN PERKINS,31576840271,74.57
STEPHEN FOWLER,31576820408,89.9
JOSHUA DUNCAN,31576082407,97.99
BOBBY RAMOS,31584706244,76.29
ANTHONY MURRAY,31584260726,86.65
MARTIN FORD,31586472062,70.71
DONNA ANDREWS,31584670207,92.89
RUSSELL WASHINGTON,31584076208,76.5
CARLOS SIMPSON,31584062762,77.73
ANDREW STONE,31584067217,72.2
ANTONIO KNIGHT,31584026707,88.62
JEAN GEORGE,31582670471,74.48
AARON FULLER,31582460744,93.47
JEFFREY MITCHELL,31607248590,85.84
EVELYN WHEELER,31607258471,78.14
RYAN LONG,31607245817,81.35
BETTY SHAW,31607582490,86.67
WILLIAM FOSTER,31605427853,71.1
KELLY HOLMES,31602854726,81.84
ALICE REYNOLDS,31605782408,88.37
SANDRA COOK,31587462044,88.92
CAROL BURTON,31587264080,88.18
EUGENE RYAN,31587642026,87.39
CHRIS CARR,31624570844,95.36
CHRIS RIVERA,31625048726,93.73
LOIS BISHOP,31624850707,70.25
KAREN MEDINA,31625804717,86.14
RACHEL CARTER,31620587408,77.96
EMILY PORTER,31620758407,91.8
JESSE WEST,31624078508,98.81
ERNEST BENNETT,31620548771,78.01
ANTHONY CARTER,31620478544,78.22
SHAWN WARREN,31620578417,83.11
TERESA BISHOP,31647028507,74.57
